261D 1F3FB    ; RGI_Emoji_Modifier_Sequence  ; index pointing up: light skin tone                             # E1.0   [1] (☝🏻)
1F477 1F3FE   ; RGI_Emoji_Modifier_Sequence  ; construction worker: medium-dark skin tone                     # E1.0   [1] (👷🏾)
1F477 1F3FF   ; RGI_Emoji_Modifier_Sequence  ; construction worker: dark skin tone                            # E1.0   [1] (👷🏿)
1F478 1F3FB   ; RGI_Emoji_Modifier_Sequence  ; princess: light skin tone                                      # E1.0   [1] (👸🏻)
1F478 1F3FC   ; RGI_Emoji_Modifier_Sequence  ; princess: medium-light skin tone                               # E1.0   [1] (👸🏼)
1F478 1F3FD   ; RGI_Emoji_Modifier_Sequence  ; princess: medium skin tone                                     # E1.0   [1] (👸🏽)
1F478 1F3FE   ; RGI_Emoji_Modifier_Sequence  ; princess: medium-dark skin tone                                # E1.0   [1] (👸🏾)
1F478 1F3FF   ; RGI_Emoji_Modifier_Sequence  ; princess: dark skin tone                                       # E1.0   [1] (👸🏿)
1F47C 1F3FB   ; RGI_Emoji_Modifier_Sequence  ; baby angel: light skin tone                                    # E1.0   [1] (👼🏻)
1F47C 1F3FC   ; RGI_Emoji_Modifier_Sequence  ; baby angel: medium-light skin tone                             # E1.0   [1] (👼🏼)
1F47C 1F3FD   ; RGI_Emoji_Modifier_Sequence  ; baby angel: medium skin tone                                   # E1.0   [1] (👼🏽)
1F47C 1F3FE   ; RGI_Emoji_Modifier_Sequence  ; baby angel: medium-dark skin tone                              # E1.0   [1] (👼🏾)
1F47C 1F3FF   ; RGI_Emoji_Modifier_Sequence  ; baby angel: dark skin tone                                     # E1.0   [1] (👼🏿)
1F481 1F3FB   ; RGI_Emoji_Modifier_Sequence  ; person tipping hand: light skin tone                           # E1.0   [1] (💁🏻)
1F481 1F3FC   ; RGI_Emoji_Modifier_Sequence  ; person tipping hand: medium-light skin tone                    # E1.0   [1] (💁🏼)
1F481 1F3FD   ; RGI_Emoji_Modifier_Sequence  ; person tipping hand: medium skin tone                          # E1.0   [1] (💁🏽)
1F481 1F3FE   ; RGI_Emoji_Modifier_Sequence  ; person tipping hand: medium-dark skin tone                     # E1.0   [1] (💁🏾)
1F481 1F3FF   ; RGI_Emoji_Modifier_Sequence  ; person tipping hand: dark skin tone                            # E1.0   [1] (💁🏿)
1F482 1F3FB   ; RGI_Emoji_Modifier_Sequence  ; guard: light skin tone                                         # E1.0   [1] (💂🏻)
1F482 1F3FC   ; RGI_Emoji_Modifier_Sequence  ; guard: medium-light skin tone                                  # E1.0   [1] (💂🏼)
1F482 1F3FD   ; RGI_Emoji_Modifier_Sequence  ; guard: medium skin tone                                        # E1.0   [1] (💂🏽)
1F482 1F3FE   ; RGI_Emoji_Modifier_Sequence  ; guard: medium-dark skin tone                                   # E1.0   [1] (💂🏾)
1F482 1F3FF   ; RGI_Emoji_Modifier_Sequence  ; guard: dark skin tone                                          # E1.0   [1] (💂🏿)
1F483 1F3FB   ; RGI_Emoji_Modifier_Sequence  ; woman dancing: light skin tone                                 # E1.0   [1] (💃🏻)
1F483 1F3FC   ; RGI_Emoji_Modifier_Sequence  ; woman dancing: medium-light skin tone                          # E1.0   [1] (💃🏼)
1F483 1F3FD   ; RGI_Emoji_Modifier_Sequence  ; woman dancing: medium skin tone                                # E1.0   [1] (💃🏽)
1F483 1F3FE   ; RGI_Emoji_Modifier_Sequence  ; woman dancing: medium-dark skin tone                           # E1.0   [1] (💃🏾)
1F483 1F3FF   ; RGI_Emoji_Modifier_Sequence  ; woman dancing: dark skin tone                                  # E1.0   [1] (💃🏿)
1F485 1F3FB   ; RGI_Emoji_Modifier_Sequence  ; nail polish: light skin tone                                   # E1.0   [1] (💅🏻)
1F485 1F3FC   ; RGI_Emoji_Modifier_Sequence  ; nail polish: medium-light skin tone                            # E1.0   [1] (💅🏼)
1F485 1F3FD   ; RGI_Emoji_Modifier_Sequence  ; nail polish: medium skin tone                                  # E1.0   [1] (💅🏽)
1F485 1F3FE   ; RGI_Emoji_Modifier_Sequence  ; nail polish: medium-dark skin tone                             # E1.0   [1] (💅🏾)
1F485 1F3FF   ; RGI_Emoji_Modifier_Sequence  ; nail polish: dark skin tone                                    # E1.0   [1] (💅🏿)
1F486 1F3FB   ; RGI_Emoji_Modifier_Sequence  ; person getting massage: light skin tone                        # E1.0   [1] (💆🏻)
1F486 1F3FC   ; RGI_Emoji_Modifier_Sequence  ; person getting massage: medium-light skin tone                 # E1.0   [1] (💆🏼)
1F486 1F3FD   ; RGI_Emoji_Modifier_Sequence  ; person getting massage: medium skin tone                       # E1.0   [1] (💆🏽)
1F486 1F3FE   ; RGI_Emoji_Modifier_Sequence  ; person getting massage: medium-dark skin tone                  # E1.0   [1] (💆🏾)
1F486 1F3FF   ; RGI_Emoji_Modifier_Sequence  ; person getting massage: dark skin tone                         # E1.0   [1] (💆🏿)
1F487 1F3FB   ; RGI_Emoji_Modifier_Sequence  ; person getting haircut: light skin tone                        # E1.0   [1] (💇🏻)
1F487 1F3FC   ; RGI_Emoji_Modifier_Sequence  ; person getting haircut: medium-light skin tone                 # E1.0   [1] (💇🏼)
1F487 1F3FD   ; RGI_Emoji_Modifier_Sequence  ; person getting haircut: medium skin tone                       # E1.0   [1] (💇🏽)
1F487 1F3FE   ; RGI_Emoji_Modifier_Sequence  ; person getting haircut: medium-dark skin tone                  # E1.0   [1] (💇🏾)
1F487 1F3FF   ; RGI_Emoji_Modifier_Sequence  ; person getting haircut: dark skin tone                         # E1.0   [1] (💇🏿)
1F48F 1F3FB   ; RGI_Emoji_Modifier_Sequence  ; kiss: light skin tone                                          # E13.1  [1] (💏🏻)
1F48F 1F3FC   ; RGI_Emoji_Modifier_Sequence  ; kiss: medium-light skin tone                                   # E13.1  [1] (💏🏼)
1F48F 1F3FD   ; RGI_Emoji_Modifier_Sequence  ; kiss: medium skin tone                                         # E13.1  [1] (💏🏽)
1F48F 1F3FE   ; RGI_Emoji_Modifier_Sequence  ; kiss: medium-dark skin tone                                    # E13.1  [1] (💏🏾)
1F48F 1F3FF   ; RGI_Emoji_Modifier_Sequence  ; kiss: dark skin tone                                           # E13.1  [1] (💏🏿)
1F491 1F3FB   ; RGI_Emoji_Modifier_Sequence  ; couple with heart: light skin tone                             # E13.1  [1] (💑🏻)
1F491 1F3FC   ; RGI_Emoji_Modifier_Sequence  ; couple with heart: medium-light skin tone                      # E13.1  [1] (💑🏼)
1F491 1F3FD   ; RGI_Emoji_Modifier_Sequence  ; couple with heart: medium skin tone                            # E13.1  [1] (💑🏽)
1F491 1F3FE   ; RGI_Emoji_Modifier_Sequence  ; couple with heart: medium-dark skin tone                       # E13.1  [1] (💑🏾)
1F491 1F3FF   ; RGI_Emoji_Modifier_Sequence  ; couple with heart: dark skin tone                              # E13.1  [1] (💑🏿)
1F4AA 1F3FB   ; RGI_Emoji_Modifier_Sequence  ; flexed biceps: light skin tone                                 # E1.0   [1] (💪🏻)
1F4AA 1F3FC   ; RGI_Emoji_Modifier_Sequence  ; flexed biceps: medium-light skin tone                          # E1.0   [1] (💪🏼)
1F4AA 1F3FD   ; RGI_Emoji_Modifier_Sequence  ; flexed biceps: medium skin tone                                # E1.0   [1] (💪🏽)
1F4AA 1F3FE   ; RGI_Emoji_Modifier_Sequence  ; flexed biceps: medium-dark skin tone                           # E1.0   [1] (💪🏾)
1F4AA 1F3FF   ; RGI_Emoji_Modifier_Sequence  ; flexed biceps: dark skin tone                                  # E1.0   [1] (💪🏿)
1F574 1F3FB   ; RGI_Emoji_Modifier_Sequence  ; person in suit levitating: light skin tone                     # E4.0   [1] (🕴🏻)
1F574 1F3FC   ; RGI_Emoji_Modifier_Sequence  ; person in suit levitating: medium-light skin tone              # E4.0   [1] (🕴🏼)
1F574 1F3FD   ; RGI_Emoji_Modifier_Sequence  ; person in suit levitating: medium skin tone                    # E4.0   [1] (🕴🏽)
1F574 1F3FE   ; RGI_Emoji_Modifier_Sequence  ; person in suit levitating: medium-dark skin tone               # E4.0   [1] (🕴🏾)
1F574 1F3FF   ; RGI_Emoji_Modifier_Sequence  ; person in suit levitating: dark skin tone                      # E4.0   [1] (🕴🏿)
1F575 1F3FB   ; RGI_Emoji_Modifier_Sequence  ; detective: light skin tone                                     # E2.0   [1] (🕵🏻)
1F575 1F3FC   ; RGI_Emoji_Modifier_Sequence  ; detective: medium-light skin tone                              # E2.0   [1] (🕵🏼)
1F575 1F3FD   ; RGI_Emoji_Modifier_Sequence  ; detective: medium skin tone                                    # E2.0   [1] (🕵🏽)
1F575 1F3FE   ; RGI_Emoji_Modifier_Sequence  ; detective: medium-dark skin tone                               # E2.0   [1] (🕵🏾)
1F575 1F3FF   ; RGI_Emoji_Modifier_Sequence  ; detective: dark skin tone                                      # E2.0   [1] (🕵🏿)
1F57A 1F3FB   ; RGI_Emoji_Modifier_Sequence  ; man dancing: light skin tone                                   # E3.0   [1] (🕺🏻)
1F57A 1F3FC   ; RGI_Emoji_Modifier_Sequence  ; man dancing: medium-light skin tone                            # E3.0   [1] (🕺🏼)
1F57A 1F3FD   ; RGI_Emoji_Modifier_Sequence  ; man dancing: medium skin tone                                  # E3.0   [1] (🕺🏽)
1F57A 1F3FE   ; RGI_Emoji_Modifier_Sequence  ; man dancing: medium-dark skin tone                             # E3.0   [1] (🕺🏾)
1F57A 1F3FF   ; RGI_Emoji_Modifier_Sequence  ; man dancing: dark skin tone                                    # E3.0   [1] (🕺🏿)
1F590 1F3FB   ; RGI_Emoji_Modifier_Sequence  ; hand with fingers splayed: light skin tone                     # E1.0   [1] (🖐🏻)
1F590 1F3FC   ; RGI_Emoji_Modifier_Sequence  ; hand with fingers splayed: medium-light skin tone              # E1.0   [1] (🖐🏼)
1F590 1F3FD   ; RGI_Emoji_Modifier_Sequence  ; hand with fingers splayed: medium skin tone                    # E1.0   [1] (🖐🏽)
1F590 1F3FE   ; RGI_Emoji_Modifier_Sequence  ; hand with fingers splayed: medium-dark skin tone               # E1.0   [1] (🖐🏾)
1F590 1F3FF   ; RGI_Emoji_Modifier_Sequence  ; hand with fingers splayed: dark skin tone                      # E1.0   [1] (🖐🏿)
1F595 1F3FB   ; RGI_Emoji_Modifier_Sequence  ; middle finger: light skin tone                                 # E1.0   [1] (🖕🏻)
1F595 1F3FC   ; RGI_Emoji_Modifier_Sequence  ; middle finger: medium-light skin tone                          # E1.0   [1] (🖕🏼)
1F595 1F3FD   ; RGI_Emoji_Modifier_Sequence  ; middle finger: medium skin tone                                # E1.0   [1] (🖕🏽)
1F595 1F3FE   ; RGI_Emoji_Modifier_Sequence  ; middle finger: medium-dark skin tone                           # E1.0   [1] (🖕🏾)
1F595 1F3FF   ; RGI_Emoji_Modifier_Sequence  ; middle finger: dark skin tone                                  # E1.0   [1] (🖕🏿)
1F596 1F3FB   ; RGI_Emoji_Modifier_Sequence  ; vulcan salute: light skin tone                                 # E1.0   [1] (🖖🏻)
1F596 1F3FC   ; RGI_Emoji_Modifier_Sequence  ; vulcan salute: medium-light skin tone                          # E1.0   [1] (🖖🏼)
1F596 1F3FD   ; RGI_Emoji_Modifier_Sequence  ; vulcan salute: medium skin tone                                # E1.0   [1] (🖖🏽)
1F596 1F3FE   ; RGI_Emoji_Modifier_Sequence  ; vulcan salute: medium-dark skin tone                           # E1.0   [1] (🖖🏾)
1F596 1F3FF   ; RGI_Emoji_Modifier_Sequence  ; vulcan salute: dark skin tone                                  # E1.0   [1] (🖖🏿)
1F645 1F3FB   ; RGI_Emoji_Modifier_Sequence  ; person gesturing NO: light skin tone                           # E1.0   [1] (🙅🏻)
1F645 1F3FC   ; RGI_Emoji_Modifier_Sequence  ; person gesturing NO: medium-light skin tone                    # E1.0   [1] (🙅🏼)
1F645 1F3FD   ; RGI_Emoji_Modifier_Sequence  ; person gesturing NO: medium skin tone                          # E1.0   [1] (🙅🏽)
1F645 1F3FE   ; RGI_Emoji_Modifier_Sequence  ; person gesturing NO: medium-dark skin tone                     # E1.0   [1] (🙅🏾)
1F645 1F3FF   ; RGI_Emoji_Modifier_Sequence  ; person gesturing NO: dark skin tone                            # E1.0   [1] (🙅🏿)
1F646 1F3FB   ; RGI_Emoji_Modifier_Sequence  ; person gesturing OK: light skin tone                           # E1.0   [1] (🙆🏻)
1F646 1F3FC   ; RGI_Emoji_Modifier_Sequence  ; person gesturing OK: medium-light skin tone                    # E1.0   [1] (🙆🏼)
1F646 1F3FD   ; RGI_Emoji_Modifier_Sequence  ; person gesturing OK: medium skin tone                          # E1.0   [1] (🙆🏽)
1F646 1F3FE   ; RGI_Emoji_Modifier_Sequence  ; person gesturing OK: medium-dark skin tone                     # E1.0   [1] (🙆🏾)
1F646 1F3FF   ; RGI_Emoji_Modifier_Sequence  ; person gesturing OK: dark skin tone                            # E1.0   [1] (🙆🏿)
1F647 1F3FB   ; RGI_Emoji_Modifier_Sequence  ; person bowing: light skin tone                                 # E1.0   [1] (🙇🏻)
1F647 1F3FC   ; RGI_Emoji_Modifier_Sequence  ; person bowing: medium-light skin tone                          # E1.0   [1] (🙇🏼)
1F647 1F3FD   ; RGI_Emoji_Modifier_Sequence  ; person bowing: medium skin tone                                # E1.0   [1] (🙇🏽)
1F647 1F3FE   ; RGI_Emoji_Modifier_Sequence  ; person bowing: medium-dark skin tone                           # E1.0   [1] (🙇🏾)
1F647 1F3FF   ; RGI_Emoji_Modifier_Sequence  ; person bowing: dark skin tone                                  # E1.0   [1] (🙇🏿)
1F64B 1F3FB   ; RGI_Emoji_Modifier_Sequence  ; person raising hand: light skin tone                           # E1.0   [1] (🙋🏻)
1F64B 1F3FC   ; RGI_Emoji_Modifier_Sequence  ; person raising hand: medium-light skin tone                    # E1.0   [1] (🙋🏼)
1F64B 1F3FD   ; RGI_Emoji_Modifier_Sequence  ; person raising hand: medium skin tone                          # E1.0   [1] (🙋🏽)
1F64B 1F3FE   ; RGI_Emoji_Modifier_Sequence  ; person raising hand: medium-dark skin tone                     # E1.0   [1] (🙋🏾)
1F64B 1F3FF   ; RGI_Emoji_Modifier_Sequence  ; person raising hand: dark skin tone                            # E1.0   [1] (🙋🏿)
1F64C 1F3FB   ; RGI_Emoji_Modifier_Sequence  ; raising hands: light skin tone                                 # E1.0   [1] (🙌🏻)
1F64C 1F3FC   ; RGI_Emoji_Modifier_Sequence  ; raising hands: medium-light skin tone                          # E1.0   [1] (🙌🏼)
1F64C 1F3FD   ; RGI_Emoji_Modifier_Sequence  ; raising hands: medium skin tone                                # E1.0   [1] (🙌🏽)
1F64C 1F3FE   ; RGI_Emoji_Modifier_Sequence  ; raising hands: medium-dark skin tone                           # E1.0   [1] (🙌🏾)
1F64C 1F3FF   ; RGI_Emoji_Modifier_Sequence  ; raising hands: dark skin tone                                  # E1.0   [1] (🙌🏿)
1F64D 1F3FB   ; RGI_Emoji_Modifier_Sequence  ; person frowning: light skin tone                               # E1.0   [1] (🙍🏻)
1F64D 1F3FC   ; RGI_Emoji_Modifier_Sequence  ; person frowning: medium-light skin tone                        # E1.0   [1] (🙍🏼)
1F64D 1F3FD   ; RGI_Emoji_Modifier_Sequence  ; person frowning: medium skin tone                              # E1.0   [1] (🙍🏽)
1F64D 1F3FE   ; RGI_Emoji_Modifier_Sequence  ; person frowning: medium-dark skin tone                         # E1.0   [1] (🙍🏾)
1F64D 1F3FF   ; RGI_Emoji_Modifier_Sequence  ; person frowning: dark skin tone                                # E1.0   [1] (🙍🏿)
1F64E 1F3FB   ; RGI_Emoji_Modifier_Sequence  ; person pouting: light skin tone                                # E1.0   [1] (🙎🏻)
1F64E 1F3FC   ; RGI_Emoji_Modifier_Sequence  ; person pouting: medium-light skin tone                         # E1.0   [1] (🙎🏼)
1F64E 1F3FD   ; RGI_Emoji_Modifier_Sequence  ; person pouting: medium skin tone                               # E1.0   [1] (🙎🏽)
1F64E 1F3FE   ; RGI_Emoji_Modifier_Sequence  ; person pouting: medium-dark skin tone                          # E1.0   [1] (🙎🏾)
1F64E 1F3FF   ; RGI_Emoji_Modifier_Sequence  ; person pouting: dark skin tone                                 # E1.0   [1] (🙎🏿)
1F64F 1F3FB   ; RGI_Emoji_Modifier_Sequence  ; folded hands: light skin tone                                  # E1.0   [1] (🙏🏻)
1F64F 1F3FC   ; RGI_Emoji_Modifier_Sequence  ; folded hands: medium-light skin tone                           # E1.0   [1] (🙏🏼)
1F64F 1F3FD   ; RGI_Emoji_Modifier_Sequence  ; folded hands: medium skin tone                                 # E1.0   [1] (🙏🏽)
1F64F 1F3FE   ; RGI_Emoji_Modifier_Sequence  ; folded hands: medium-dark skin tone                            # E1.0   [1] (🙏🏾)
1F64F 1F3FF   ; RGI_Emoji_Modifier_Sequence  ; folded hands: dark skin tone                                   # E1.0   [1] (🙏🏿)
1F6A3 1F3FB   ; RGI_Emoji_Modifier_Sequence  ; person rowing boat: light skin tone                            # E1.0   [1] (🚣🏻)
1F6A3 1F3FC   ; RGI_Emoji_Modifier_Sequence  ; person rowing boat: medium-light skin tone                     # E1.0   [1] (🚣🏼)
1F6A3 1F3FD   ; RGI_Emoji_Modifier_Sequence  ; person rowing boat: medium skin tone                           # E1.0   [1] (🚣🏽)
1F6A3 1F3FE   ; RGI_Emoji_Modifier_Sequence  ; person rowing boat: medium-dark skin tone                      # E1.0   [1] (🚣🏾)
1F6A3 1F3FF   ; RGI_Emoji_Modifier_Sequence  ; person rowing boat: dark skin tone                             # E1.0   [1] (🚣🏿)
1F6B4 1F3FB   ; RGI_Emoji_Modifier_Sequence  ; person biking: light skin tone                                 # E1.0   [1] (🚴🏻)
1F6B4 1F3FC   ; RGI_Emoji_Modifier_Sequence  ; person biking: medium-light skin tone                          # E1.0   [1] (🚴🏼)
1F6B4 1F3FD   ; RGI_Emoji_Modifier_Sequence  ; person biking: medium skin tone                                # E1.0   [1] (🚴🏽)
1F6B4 1F3FE   ; RGI_Emoji_Modifier_Sequence  ; person biking: medium-dark skin tone                           # E1.0   [1] (🚴🏾)
1F6B4 1F3FF   ; RGI_Emoji_Modifier_Sequence  ; person biking: dark skin tone                                  # E1.0   [1] (🚴🏿)
1F6B5 1F3FB   ; RGI_Emoji_Modifier_Sequence  ; person mountain biking: light skin tone                        # E1.0   [1] (🚵🏻)
1F6B5 1F3FC   ; RGI_Emoji_Modifier_Sequence  ; person mountain biking: medium-light skin tone                 # E1.0   [1] (🚵🏼)
1F6B5 1F3FD   ; RGI_Emoji_Modifier_Sequence  ; person mountain biking: medium skin tone                       # E1.0   [1] (🚵🏽)
1F6B5 1F3FE   ; RGI_Emoji_Modifier_Sequence  ; person mountain biking: medium-dark skin tone                  # E1.0   [1] (🚵🏾)
1F6B5 1F3FF   ; RGI_Emoji_Modifier_Sequence  ; person mountain biking: dark skin tone                         # E1.0   [1] (🚵🏿)
1F6B6 1F3FB   ; RGI_Emoji_Modifier_Sequence  ; person walking: light skin tone                                # E1.0   [1] (🚶🏻)
1F6B6 1F3FC   ; RGI_Emoji_Modifier_Sequence  ; person walking: medium-light skin tone                         # E1.0   [1] (🚶🏼)
1F6B6 1F3FD   ; RGI_Emoji_Modifier_Sequence  ; person walking: medium skin tone                               # E1.0   [1] (🚶🏽)
1F6B6 1F3FE   ; RGI_Emoji_Modifier_Sequence  ; person walking: medium-dark skin tone                          # E1.0   [1] (🚶🏾)
1F6B6 1F3FF   ; RGI_Emoji_Modifier_Sequence  ; person walking: dark skin tone                                 # E1.0   [1] (🚶🏿)
1F6C0 1F3FB   ; RGI_Emoji_Modifier_Sequence  ; person taking bath: light skin tone                            # E1.0   [1] (🛀🏻)
1F6C0 1F3FC   ; RGI_Emoji_Modifier_Sequence  ; person taking bath: medium-light skin tone                     # E1.0   [1] (🛀🏼)
1F6C0 1F3FD   ; RGI_Emoji_Modifier_Sequence  ; person taking bath: medium skin tone                           # E1.0   [1] (🛀🏽)
1F6C0 1F3FE   ; RGI_Emoji_Modifier_Sequence  ; person taking bath: medium-dark skin tone                      # E1.0   [1] (🛀🏾)
1F6C0 1F3FF   ; RGI_Emoji_Modifier_Sequence  ; person taking bath: dark skin tone                             # E1.0   [1] (🛀🏿)
1F6CC 1F3FB   ; RGI_Emoji_Modifier_Sequence  ; person in bed: light skin tone                                 # E4.0   [1] (🛌🏻)
1F6CC 1F3FC   ; RGI_Emoji_Modifier_Sequence  ; person in bed: medium-light skin tone                          # E4.0   [1] (🛌🏼)
1F6CC 1F3FD   ; RGI_Emoji_Modifier_Sequence  ; person in bed: medium skin tone                                # E4.0   [1] (🛌🏽)
1F6CC 1F3FE   ; RGI_Emoji_Modifier_Sequence  ; person in bed: medium-dark skin tone                           # E4.0   [1] (🛌🏾)
1F6CC 1F3FF   ; RGI_Emoji_Modifier_Sequence  ; person in bed: dark skin tone                                  # E4.0   [1] (🛌🏿)
1F90C 1F3FB   ; RGI_Emoji_Modifier_Sequence  ; pinched fingers: light skin tone                               # E13.0  [1] (🤌🏻)
1F90C 1F3FC   ; RGI_Emoji_Modifier_Sequence  ; pinched fingers: medium-light skin tone                        # E13.0  [1] (🤌🏼)
1F90C 1F3FD   ; RGI_Emoji_Modifier_Sequence  ; pinched fingers: medium skin tone                              # E13.0  [1] (🤌🏽)
1F90C 1F3FE   ; RGI_Emoji_Modifier_Sequence  ; pinched fingers: medium-dark skin tone                         # E13.0  [1] (🤌🏾)
1F90C 1F3FF   ; RGI_Emoji_Modifier_Sequence  ; pinched fingers: dark skin tone                                # E13.0  [1] (🤌🏿)
1F90F 1F3FB   ; RGI_Emoji_Modifier_Sequence  ; pinching hand: light skin tone                                 # E12.0  [1] (🤏🏻)
1F90F 1F3FC   ; RGI_Emoji_Modifier_Sequence  ; pinching hand: medium-light skin tone                          # E12.0  [1] (🤏🏼)
1F90F 1F3FD   ; RGI_Emoji_Modifier_Sequence  ; pinching hand: medium skin tone                                # E12.0  [1] (🤏🏽)
1F90F 1F3FE   ; RGI_Emoji_Modifier_Sequence  ; pinching hand: medium-dark skin tone                           # E12.0  [1] (🤏🏾)
1F90F 1F3FF   ; RGI_Emoji_Modifier_Sequence  ; pinching hand: dark skin tone                                  # E12.0  [1] (🤏🏿)
1F918 1F3FB   ; RGI_Emoji_Modifier_Sequence  ; sign of the horns: light skin tone                             # E1.0   [1] (🤘🏻)
1F918 1F3FC   ; RGI_Emoji_Modifier_Sequence  ; sign of the horns: medium-light skin tone                      # E1.0   [1] (🤘🏼)
1F918 1F3FD   ; RGI_Emoji_Modifier_Sequence  ; sign of the horns: medium skin tone                            # E1.0   [1] (🤘🏽)
1F918 1F3FE   ; RGI_Emoji_Modifier_Sequence  ; sign of the horns: medium-dark skin tone                       # E1.0   [1] (🤘🏾)
1F918 1F3FF   ; RGI_Emoji_Modifier_Sequence  ; sign of the horns: dark skin tone                              # E1.0   [1] (🤘🏿)
1F919 1F3FB   ; RGI_Emoji_Modifier_Sequence  ; call me hand: light skin tone                                  # E3.0   [1] (🤙🏻)
1F919 1F3FC   ; RGI_Emoji_Modifier_Sequence  ; call me hand: medium-light skin tone                           # E3.0   [1] (🤙🏼)
1F919 1F3FD   ; RGI_Emoji_Modifier_Sequence  ; call me hand: medium skin tone                                 # E3.0   [1] (🤙🏽)
1F919 1F3FE   ; RGI_Emoji_Modifier_Sequence  ; call me hand: medium-dark skin tone                            # E3.0   [1] (🤙🏾)
1F919 1F3FF   ; RGI_Emoji_Modifier_Sequence  ; call me hand: dark skin tone                                   # E3.0   [1] (🤙🏿)
1F91A 1F3FB   ; RGI_Emoji_Modifier_Sequence  ; raised back of hand: light skin tone                           # E3.0   [1] (🤚🏻)
1F91A 1F3FC   ; RGI_Emoji_Modifier_Sequence  ; raised back of hand: medium-light skin tone                    # E3.0   [1] (🤚🏼)
1F91A 1F3FD   ; RGI_Emoji_Modifier_Sequence  ; raised back of hand: medium skin tone                          # E3.0   [1] (🤚🏽)
1F91A 1F3FE   ; RGI_Emoji_Modifier_Sequence  ; raised back of hand: medium-dark skin tone                     # E3.0   [1] (🤚🏾)
1F91A 1F3FF   ; RGI_Emoji_Modifier_Sequence  ; raised back of hand: dark skin tone                            # E3.0   [1] (🤚🏿)
1F91B 1F3FB   ; RGI_Emoji_Modifier_Sequence  ; left-facing fist: light skin tone                              # E3.0   [1] (🤛🏻)
1F91B 1F3FC   ; RGI_Emoji_Modifier_Sequence  ; left-facing fist: medium-light skin tone                       # E3.0   [1] (🤛🏼)
1F91B 1F3FD   ; RGI_Emoji_Modifier_Sequence  ; left-facing fist: medium skin tone                             # E3.0   [1] (🤛🏽)
1F91B 1F3FE   ; RGI_Emoji_Modifier_Sequence  ; left-facing fist: medium-dark skin tone                        # E3.0   [1] (🤛🏾)
1F91B 1F3FF   ; RGI_Emoji_Modifier_Sequence  ; left-facing fist: dark skin tone                               # E3.0   [1] (🤛🏿)
1F91C 1F3FB   ; RGI_Emoji_Modifier_Sequence  ; right-facing fist: light skin tone                             # E3.0   [1] (🤜🏻)
1F91C 1F3FC   ; RGI_Emoji_Modifier_Sequence  ; right-facing fist: medium-light skin tone                      # E3.0   [1] (🤜🏼)
1F91C 1F3FD   ; RGI_Emoji_Modifier_Sequence  ; right-facing fist: medium skin tone                            # E3.0   [1] (🤜🏽)
1F91C 1F3FE   ; RGI_Emoji_Modifier_Sequence  ; right-facing fist: medium-dark skin tone                       # E3.0   [1] (🤜🏾)
1F91C 1F3FF   ; RGI_Emoji_Modifier_Sequence  ; right-facing fist: dark skin tone                              # E3.0   [1] (🤜🏿)
1F91D 1F3FB   ; RGI_Emoji_Modifier_Sequence  ; handshake: light skin tone                                     # E14.0  [1] (🤝🏻)
1F91D 1F3FC   ; RGI_Emoji_Modifier_Sequence  ; handshake: medium-light skin tone                              # E14.0  [1] (🤝🏼)
1F91D 1F3FD   ; RGI_Emoji_Modifier_Sequence  ; handshake: medium skin tone                                    # E14.0  [1] (🤝🏽)
1F91D 1F3FE   ; RGI_Emoji_Modifier_Sequence  ; handshake: medium-dark skin tone                               # E14.0  [1] (🤝🏾)
1F91D 1F3FF   ; RGI_Emoji_Modifier_Sequence  ; handshake: dark skin tone                                      # E14.0  [1] (🤝🏿)
1F91E 1F3FB   ; RGI_Emoji_Modifier_Sequence  ; crossed fingers: light skin tone                               # E3.0   [1] (🤞🏻)
1F91E 1F3FC   ; RGI_Emoji_Modifier_Sequence  ; crossed fingers: medium-light skin tone                        # E3.0   [1] (🤞🏼)
1F91E 1F3FD   ; RGI_Emoji_Modifier_Sequence  ; crossed fingers: medium skin tone                              # E3.0   [1] (🤞🏽)
1F91E 1F3FE   ; RGI_Emoji_Modifier_Sequence  ; crossed fingers: medium-dark skin tone                         # E3.0   [1] (🤞🏾)
1F91E 1F3FF   ; RGI_Emoji_Modifier_Sequence  ; crossed fingers: dark skin tone                                # E3.0   [1] (🤞🏿)
1F91F 1F3FB   ; RGI_Emoji_Modifier_Sequence  ; love-you gesture: light skin tone                              # E5.0   [1] (🤟🏻)
1F91F 1F3FC   ; RGI_Emoji_Modifier_Sequence  ; love-you gesture: medium-light skin tone                       # E5.0   [1] (🤟🏼)
1F91F 1F3FD   ; RGI_Emoji_Modifier_Sequence  ; love-you gesture: medium skin tone                             # E5.0   [1] (🤟🏽)
1F91F 1F3FE   ; RGI_Emoji_Modifier_Sequence  ; love-you gesture: medium-dark skin tone                        # E5.0   [1] (🤟🏾)
1F91F 1F3FF   ; RGI_Emoji_Modifier_Sequence  ; love-you gesture: dark skin tone                               # E5.0   [1] (🤟🏿)
1F926 1F3FB   ; RGI_Emoji_Modifier_Sequence  ; person facepalming: light skin tone                            # E3.0   [1] (🤦🏻)
1F926 1F3FC   ; RGI_Emoji_Modifier_Sequence  ; person facepalming: medium-light skin tone                     # E3.0   [1] (🤦🏼)
1F926 1F3FD   ; RGI_Emoji_Modifier_Sequence  ; person facepalming: medium skin tone                           # E3.0   [1] (🤦🏽)
